id,packageName,owner,repo,dependencies
1969,ripplerestr,hmalmedal,ripplerestr,,httr;lubridate;assertthat;jsonlite;methods;testthat;
1970,xtime,joshuaulrich,xtime,,chron;
1971,kanute,davetgerrard,kanute,,digest;
1972,pytools,pengyu,pytools,,
1973,jrfmisc,jrf,jrfmisc,,Rcpp;RcppArmadillo;ggplot2;Rcpp;RcppArmadillo;
1974,big.data.frame,jayemerson,big.data.frame,,methods;bigmemory;big.char;foreach;iterators;testthat;
1975,big.data.frame,mirsinarm,big.data.frame,,methods;bigmemory;big.char;foreach;iterators;testthat;
1976,dynpan,rossklin,dynpan,,data.table;flanner;timetablr;lars;leaps;testthat;randat;
1977,bootpan,rossklin,bootpan,,data.table;flanner;timetablr;dynpan;timetablr;testthat;boot;
1978,mcirt,manuelreif,mcIRT,,Rcpp;RcppArmadillo;Rcpp;testthat;
1979,cvforecast,evandeilton,cvforecast,,xts;plyr;forecast;foreach;lmtest;TSA;rkt;tseries;zoo;lubridate;boot;
1980,rcppoctave,renozao,RcppOctave,,methods;utils;stats;Rcpp;pkgmaker;digest;stringr;tools;RUnit;knitr;bibtex;Rcpp;
1981,firesim,rkrug,fireSim,,spgrass6;DBI;RSQLite;Rcpp;
1982,rxmcda,paterijk,RXMCDA,,XML;kappalab;
1983,ngstags,greintjes,NGSTAG,,picante;pvclust;
1984,dbireporter,osunderdog,DBIReporter-testthat,,methods;testthat;DBI;RSQLite;
1985,corrgram,kwstat,corrgram,,graphics;grDevices;seriation;stats;knitr;Matrix;
1986,ramphs,sfsheath,ramphs,,
1987,smarterpoland,pbiecek,SmarterPoland,,ggplot2;httr;htmltools;jsonlite;rjson;
1988,hellno,petermeissner,hellno,,testthat;
1989,gd,alexsingleton,gd,,car;graphics;gplots;ggplot2;RColorBrewer;scales;grid;
1990,depthdensity,zzawadz,depthDensity,,depthproc;hdrcde;np;
1991,iat,dpmartin42,IAT,,dplyr;ggplot2;
1992,longurl,hrbrmstr,longurl,,testthat;httr;dplyr;pbapply;
1993,bmar,mattdelhey,bmar,,testthat;
1994,ga,luca-scr,GA,,methods;foreach;iterators;stats;graphics;grDevices;utils;parallel;doParallel;knitr;markdown;
1995,devtools,hadley,devtools,,httr;utils;tools;methods;memoise;whisker;digest;rstudioapi;jsonlite;stats;git2r;withr;curl;testthat;BiocInstaller;Rcpp;MASS;rmarkdown;knitr;lintr;bitops;roxygen2;evaluate;rversions;
1996,testapp,janfait,testapp,,methods;bitops;RCurl;RCurl;bitops;methods;XML;
1997,usaboundaries,ropensci,USAboundaries,,sp;USAboundariesData;knitr;testthat;
1998,micropower,brendankelly,micropower,,stats;permute;plyr;reshape2;ape;vegan;
1999,predfat,szugat,predfat,,sdprisk;MASS;
2000,ff,OHDSI,ff,,bit;utils;biglm;
2001,ff,kindlychung,ff,,bit;utils;biglm;
2002,hello2,sofilibi,hello2,,testthat;knitr;testthat;
2003,fi,dvdscripter,FI,,
2004,extrapolatr,pdmetcalfe,extrapolatr,,Rcpp;Rcpp;testthat;knitr;
2005,h5,mannau,h5,,Rcpp;methods;Rcpp;testthat;roxygen2;RCurl;
2006,txdb.tcruzisylvio.tritryp25.genes,elsayed-lab,TxDb.TcruziSylvio.tritryp25.genes,,GenomicFeatures;GenomicFeatures;AnnotationDbi;
2007,lectometry,ruettet,lectometry,,
2008,deducerextras,ifellows,DeducerExtras,,Deducer;irr;pwr;rgl;rJava;JGR;
2009,h6,langusta,h6,,Rcpp;Rcpp;Rcpp;testthat;knitr;microbenchmark;
2010,deep,sliptn0xt,DEEP,,dplyr;XML;jsonlite;MSBVAR;MCMCpack;httr;RCurl;knitr;rmarkdown;
2011,funnydatasets,bigpas,funDatasets,,
2012,modelutils,geraudster,modelUtils,,testthat;rpart;e1071;caret;
2013,mizer,drfinlayscott,mizer,,methods;plyr;reshape2;ggplot2;testthat;roxygen2;knitr;
2014,ibiscore,mengeln,ibiscore,,rgdal;ggmap;maptools;ggplot2;gpclib;plyr;doParallel;vegan;
2015,excercise7,katieromanenko,Excercise7,,testthat;
2016,rforproteomics,lgatto,RforProteomics,,MSnbase;R.utils;Biobase;rpx;biocViews;BiocInstaller;interactiveDisplay;shiny;knitr;rmarkdown;BiocStyle;mzR;xcms;msdata;isobar;MALDIquant;MALDIquantForeign;readBrukerFlexData;rTANDEM;synapter;synapterdata;IPPD;Rdisop;OrgMassSpecR;BRAIN;rols;hpar;GO.db;org.Hs.eg.db;biomaRt;RColorBrewer;ggplot2;reshape2;xtable;lattice;mzID;pRoloc;pRolocdata;MSGFplus;MSGFgui;MSnID;msmsTests;msmsEDA;corrplot;Heatplus;gplots;VennDiagram;cleaver;
2017,visualtoolkit,VisualExploreR,shinyDE,,shiny;ggplot2;dplyr;DT;stringr;shinyBS;shinyjs;ggthemes;
2018,datemoss,AustralianAntarcticDataCentre,datemoss,,coda;XLConnect;
2019,genoudbp,joshuaas,GenoudBP,,stats;pROC;rgenoud;parallel;pROC;rgenoud;parallel;
2020,hilight,trinker,hilight,,data.table;methods;stats;stringi;utils;testthat;
2021,pbutils,PacificBiosciences,R-pbutils,,Biostrings;IRanges;
2022,somaticsignatures,julian-gehring,SomaticSignatures,,S4Vectors;IRanges;GenomeInfoDb;Biostrings;ggplot2;ggbio;reshape2;NMF;pcaMethods;Biobase;methods;proxy;VariantAnnotation;GenomicRanges;testthat;knitr;parallel;BSgenome.Hsapiens.1000genomes.hs37d5;SomaticCancerAlterations;ggdendro;fastICA;sva;
2023,somaticsignatures,julian-gehring,SomaticSignatures-release,,S4Vectors;IRanges;GenomeInfoDb;Biostrings;ggplot2;ggbio;reshape2;NMF;pcaMethods;Biobase;methods;proxy;VariantAnnotation;GenomicRanges;testthat;knitr;parallel;BSgenome.Hsapiens.UCSC.hg19;SomaticCancerAlterations;ggdendro;fastICA;sva;
2024,ibm,roliveros-ramos,ibm,,Rcpp;Rcpp;
2025,portfolio,InfrastructureAnalytics,portfolio,,RODBC;dplyr;StableState;EfficientAllocation;amortization;openxlsx;analyticsDB;stringr;testthat;knitr;
2026,portfolio,dgerlanc,portfolio,,methods;graphics;grid;lattice;nlme;
2027,hg,gmonette,HG,,haven;knitr;
2028,reproduce_error,uweschmitt,reproduce_error,,mzR;testthat;
2029,keboola.r.transformation,keboola,r-transformation,,methods;keboola.r.docker.application;testthat;
2030,mmadsenr,mmadsen,mmadsenr,,testthat;knitr;caret;randomForest;doMC;ROCR;e1071;gbm;
2031,i0,iandennismiller,i0,,ggplot2;stringr;testthat;
2032,jedi,nteetor,jedi,,httr;R6;magrittr;dplyr;stringr;testthat;
2033,magic,vanderlowe,magic,,data.table;XML;igraph;RODBC;ggplot2;RMySQL;
2034,geometadb,seandavi,GEOmetadb,,GEOquery;RSQLite;knitr;rmarkdown;dplyr;tm;wordcloud;
2035,sabarbasics,LauraSaba,sabaRbasics,,
2036,phyloint,stoufferlab,phyloint,,ape;cheddar;phangorn;
2037,gk,dennisprangle,gk,,
2038,betalink,PoisotLab,betalink,,plyr;stringr;igraph;testthat;covr;
2039,markowitzr,shabbychef,MarkowitzR,,matrixcalc;sandwich;gtools;SharpeR;testthat;knitr;
2040,gh,gaborcsardi,gh,,testthat;jsonlite;httr;
2041,mixedmem,ysamwang,mixedMem,,Rcpp;gtools;Rcpp;RcppArmadillo;BH;knitr;xtable;
2042,gcookbook,wch,gcookbook,,ggplot2;plyr;MASS;
2043,bluegrass,nutterb,Bluegrass,,devtools;dplyr;ggplot2;grid;gridExtra;Hmisc;lazyWeave;plyr;reshape2;stringr;zoo;survival;
2044,gq,custora,gq,,statmod;testthat;
2045,go,jarioksa,GO,,vegan;parallel;coenocliner;stats;graphics;
2046,dt,rstudio,DT,,htmltools;htmlwidgets;magrittr;jsonlite;knitr;shiny;
2047,datasimr,johnerichumphries,datasimr,,
2048,rpaths,gwb,rpaths,,stringr;
2049,lmmacros,vapniks,lm_macros,,gtools;
2050,orhan,OrhanCelik,Orhan,,
2051,dup.actions,decisionpatterns,dup.actions,,reshape2;formula.tools;data.table;testthat;
2052,saga,coleoguy,SAGA,,plotrix;viridis;knitr;
2053,simcross,kbroman,simcross,,graphics;stats;Rcpp;qtl;knitr;rmarkdown;testthat;devtools;roxygen2;Rcpp;
2054,dmarkerdata,yu-shang,DMarkerData,,
2055,geneexpressionsignature,zhilongjia,GeneExpressionSignature,,Biobase;PGSEA;methods;parallel;foreach;doParallel;apcluster;GEOquery;
2056,dbi.tools,ctbrown,DBI.tools,,DBI;RMySQL;lubridate;hash;
2057,effsize,mtorchiano,effsize,,
2058,de,dustinfife,DE,,OpenMx;sem;MBESS;igraph;MASS;sem;MBESS;igraph;MASS;
2059,assertr,tonyfischetti,assertr,,dplyr;MASS;lazyeval;knitr;testthat;magrittr;
2060,teses.usp,jtrecenti,teses.usp,,magrittr;httr;xml2;rvest;dplyr;tidyr;knitr;
2061,dm,eeholmes,DM,,R2jags;R2WinBUGS;coda;KernSmooth;GenSA;stringr;tools;knitr;shiny;
2062,plotkml,vlulla,plotKML,,methods;tools;utils;XML;sp;raster;rgdal;spacetime;colorspace;plotrix;dismo;aqp;pixmap;plyr;stringr;colorRamps;scales;gstat;zoo;RColorBrewer;RSAGA;classInt;adehabitat;maptools;fossil;spcosa;rjson;animation;spatstat;RCurl;rgbif;Hmisc;GSIF;uuid;intervals;reshape;gdalUtils;snowfall;parallel;
2063,stagefreq,jknape,stageFreq,,Rcpp;coda;methods;Rcpp;
2064,h5matrix,sushilashenoy,h5matrix,,
2065,needy,rgrannell1,needy,,testthat;combinat;
2066,rsunflo,picasa,rsunflo,,reshape2;plyr;dplyr;lubridate;ggplot2;rvle;
2067,rlinuxmodules,larsgr,RLinuxModules,,
2068,amazonreviews,robertzk,amazonreviews,,RCurl;stringr;XML;testthat;
2069,rgrowth,bendv,Rgrowth,,bfastSpatial;strucchange;zoo;
2070,needs,joshkatz,needs,,utils;
2071,ez,mike-lawrence,ez,,car;ggplot2;lme4;MASS;Matrix;mgcv;plyr;reshape2;scales;stringr;
2072,pathdiagram,gastonstat,pathdiagram,,shape;knitr;
2073,ranadu,WilliamCooper,Ranadu,,ncdf4;maps;ggplot2;ggthemes;tcltk;nleqslv;zoo;fields;stats;signal;
2074,switheme,d-qn,swiTheme,,ggplot2;scales;extrafont;grid;gridExtra;
2075,standrc,daniel-gerhard,standrc,,rstan;drc;nlme;ggplot2;knitr;
2076,ef,Faskally,ef,,utils;mgcv;Rcpp;rstan;knitr;inline;
2077,vp.misc,vladpetyuk,vp.misc,,MSnbase;parallel;Biostrings;Boruta;ROCR;doParallel;plyr;gplots;foreach;glmnet;iterators;randomForest;varSelRF;Biobase;Heatplus;ade4;made4;outliers;ggplot2;xtable;clusterProfiler;knitr;
2078,flagme,rromoli,flagme,,gcspikelite;xcms;CAMERA;gplots;graphics;MASS;methods;SparseM;stats;utils;
2079,enrichedheatmap,jokergoo,EnrichedHeatmap,,grid;ComplexHeatmap;GenomicRanges;IRanges;locfit;methods;matrixStats;stats;testthat;knitr;markdown;circlize;
2080,ei,IQSS,ei,,eiPack;mvtnorm;msm;tmvtnorm;ellipse;plotrix;MASS;ucminf;cubature;mnormt;foreach;rgl;sp;
2081,goldmine,jeffbhasin,goldmine,,GenomicRanges;data.table;stringr;ggplot2;IRanges;httr;RCurl;R.utils;gtools;Matching;rms;grid;gridExtra;RColorBrewer;reshape;
2082,em,pdbaines,EM,,mvtnorm;
2083,unifdr,l-modolo,fdrDEP,,parallel;
2084,statisticstoolbox,zji90,statisticstoolbox,,shiny;DT;
2085,mkdgeobot,mkdyderski,MKDgeobot,,ggplot2;
2086,cb,cole-brokamp,CB,,parallel;XML;RCurl;pbapply;plyr;
2087,mvabund,aliceyiwang,mvabund,,Rcpp;MASS;methods;stats;tweedie;statmod;parallel;Rcpp;RcppGSL;
2088,mvabund,eddelbuettel,mvabund,,Rcpp;MASS;methods;stats;tweedie;statmod;parallel;Rcpp;RcppGSL;
2089,rfordummies,andrie,rfordummies,,fortunes;stringr;sos;XLConnect;reshape2;ggplot2;foreign;lattice;
2090,pbdtest,RBigData,pbdTEST,,pbdMPI;
2091,kirby21,muschellij2,kirby21,,tidyr;
2092,nsqipdischargetorehab,nguforche,nsqipDischargeToRehab,,caret;PresenceAbsence;ELR;kernlab;plyr;missForest;
2093,bi,libbi,RBi,,ggplot2;ncdf;gridExtra;reshape;Rcpp;stringr;Rcpp;
2094,likethis,jdidion,LikeThis,,Rre2;
2095,threddscrawler,btupper,threddscrawler,,methods;httr;XML;
2096,ssmc,wpeterman,ssmc,,dplyr;plyr;msm;knitr;
2097,describer,paulhendricks,describer,,dplyr;reshape2;testthat;lintr;
2098,iec,ngwalton,iec,,knitr;testthat;
2099,bd,brechtdv,bd,,
2100,devore6,dmbates,Devore6,,MASS;lattice;
2101,predictr,woobe,predictr,,caret;ggplot2;xgboost;mlbench;foreach;doParallel;Metrics;dummies;dplyr;
2102,rcdimple,timelyportfolio,rcdimple,,htmlwidgets;htmltools;knitr;testthat;
2103,brocks,brendan-R,brocks,,stringr;assertthat;lubridate;servr;grid;png;ggplot2;scales;htmltools;testthat;knitr;
2104,sdlfilter,TakahiroShimada,SDLfilter,,rgdal;raster;data.table;trip;foreach;doParallel;
2105,opal,datashield,opal,,RCurl;rjson;e1071;knitr;
2106,handystuff,bryanhanson,HandyStuff,,ChemoSpec;MASS;RColorBrewer;broom;ggplot2;grid;gridExtra;lattice;latticeExtra;gtable;knitr;markdown;plyr;stats;utils;
2107,rvmapp,cjbayesian,rvmapp,,
2108,geoplot,RandallShane,geoPlot,,rjson;RgoogleMaps;XML;
2109,nclrexercises,rcourses,nclRexercises,,
2110,rtimes,rOpenGov,rtimes,,httr;jsonlite;dplyr;knitr;testthat;lubridate;ggplot2;scales;grid;
2111,netcdf.dsg,USGS-R,netcdf.dsg,,ncdf;methods;
2112,countalleles,fboehm,countalleles,,testthat;knitr;dplyr;
2113,focalcall,OscarKrijgsman,focalCall,,CGHcall;RUnit;BiocGenerics;
2114,colorscraping,petermeissner,colorscraping,,
2115,opencpuplotequation,swt02026,opencpuplotequation,,ggplot2;
2116,teachr,nickreich,teachr,,
2117,servevolleyr,durtal,servevolleyR,,plyr;ggplot2;shiny;
2118,sads,piLaboratory,sads,,stats;bbmle;MASS;methods;graphics;grDevices;VGAM;poilog;GUILDS;vegan;
2119,pacode,bbroeksema,pacode,,
2120,egret,USGS-R,EGRET,,dataRetrieval;survival;fields;lubridate;methods;utils;graphics;stats;grDevices;truncnorm;xtable;knitr;rmarkdown;extrafont;testthat;rkt;
2121,archseries,davidcorton,archSeries,,data.table;data.table;knitr;
2122,unbalanced,dalpozz,unbalanced,,mlr;foreach;doParallel;FNN;RANN;randomForest;ROCR;knitr;
2123,rgo2tr,jelber2,rGO2TR,,genomes;GOstats;rvest;
2124,geoquery,seandavi,GEOquery,,methods;Biobase;XML;RCurl;limma;knitr;rmarkdown;RUnit;BiocGenerics;
2125,vtest,wch,vtest,,devtools;digest;plyr;reshape2;whisker;stringr;
2126,reshape2,hadley,reshape,,Rcpp;plyr;stringr;Rcpp;testthat;lattice;
2127,cogarchfmlyr,hgstp,cogarchfmlyr,,Rcpp;Rcpp;
2128,hdfsc,s-u,hdfsc,,methods;rJava;
2129,threshold_analysis,azheng92,thresholdAnalysis,,data.table;rPython;parallel;testthat;
2130,rripeatlas,tlevine,rripeatlas,,XML;RCurl;
2131,snpclust,jframi,snpclust,,sp;e1071;lga;
2132,queryr,paulhendricks,queryr,,testthat;
2133,apex,thibautjombart,apex,,methods;ape;phangorn;utils;graphics;stats;grDevices;adegenet;testthat;knitr;
2134,icc,matthewwolak,ICC,,
2135,dalbytools,LDalby,DalbyTools,,stringr;RColorBrewer;plyr;
2136,rtutorattributetradeoffs,MariusBreitmayer,RTutorAttributeTradeOffs,,RTutor;ggplot2;broom;dplyr;foreign;googleVis;lfe;stargazer;
2137,export,tomwenseleers,export,,ReporteRs;stats;utils;datasets;rtable;xtable;stargazer;grDevices;lattice;latticeExtra;ggplot2;effects;
2138,liremininterieur,joelgombin,LireMinInterieur,,shiny;
2139,ids,richfitz,ids,,uuid;testthat;
2140,incasurv,cancercentrum,incasurv,,ggplot2;grid;gridExtra;rccdates;rccmisc;relsurv;scales;survival;devtools;haven;magrittr;knitr;rmarkdown;testthat;
2141,rdatatracker,blernermhc,RDataTracker,,gtools;
2142,metcourse,ssokolen,metcourse,,dplyr;tidyr;mgcv;
2143,rmultiprocess,erickalendra,RmultiProcess,,
2144,hybrideyeeeg,mayenok,hybridEyeEEG,,stringr;ggplot2;abind;gridExtra;bcidat;doParallel;signal;eyelinkReader;rjson;
2145,idp,sebkopf,idp,,psych;gWidgets;RGtk2;gWidgetsRGtk2;cairoDevice;ggplot2;gridExtra;reshape2;plyr;scales;stringr;xlsx;knitr;
2146,testutils,snarles,testUtils,,parallel;Rcpp;Rcpp;RcppArmadillo;
2147,dodo,sakrejda,dodo,,graph;Rcpp;RBGL;Matrix;parallel;ggplot2;reshape2;far;Rcpp;RcppArmadillo;
2148,mergegui,chxy,MergeGUI,,gWidgetsRGtk2;ggplot2;cairoDevice;rpart;plyr;grid;
2149,systempiperdata,tgirke,systemPipeRdata,,methods;BiocGenerics;RUnit;BiocStyle;knitr;rmarkdown;systemPipeR;
2150,selint,santiagombv,selint,,far;
2151,rnaprobr,sidiropoulos,RNAprobR-old,,GenomicFeatures;plyr;BiocGenerics;Biostrings;GenomicRanges;Rsamtools;rtracklayer;BiocStyle;
2152,xmlschema,omegahat,XMLSchema,,methods;XML;RCurl;RCurl;codetools;
2153,survmarkertwophase,mdbrown,survMarkerTwoPhase,,survival;splines;Rcpp;RcppArmadillo;Rcpp;RcppArmadillo;Rcpp;
2154,datacombine,christophergandrud,DataCombine,,data.table;dplyr;devtools;testthat;
2155,idd,c97sr,idd,,
2156,sandbox,ropensci,sandbox,,RCurl;XML;plyr;httr;ggplot2;lubridate;reshape2;rjson;
2157,qtlnet.prior,jeeyoungmoon0115,QTLnet.prior,,qtlnet;msm;
2158,resamplingmcp,floatofmath,resamplingMCP,,flip;gMCP;matrixStats;testthat;Rcpp;RcppArmadillo;
2159,expandr,gregmacfarlane,expandr,,knitr;
2160,linkedinr,RossiLorenzo,linkedinR,,httr;
2161,sabr,mdlee12,sabr,,DBI;dplyr;rvest;RSQLite;knitr;
2162,abcoptim,gvegayon,ABCoptim,,
2163,prodlim,tagteam,prodlim,,Rcpp;stats;graphics;survival;KernSmooth;lava;Rcpp;
2164,mowattrselection,MarcinCz,attribute-selection-wrappers,,MASS;cvTools;
2165,demo,blacksde,demo,,knitr;
2166,wrtdstidal,fawda123,wtreg_for_estuaries,,caret;dplyr;foreach;forecast;gridExtra;quantreg;RColorBrewer;survival;scales;tidyr;doParallel;grDevices;magrittr;ggplot2;
2167,daphne,lisaerein,daphne,,xtable;knitr;
2168,oandar,RossiLorenzo,oandaR,,
2169,hwxtest,wrengels,HWxtest,pkg,ggplot2;rmarkdown;knitr;RefManageR;adegenet;genetics;parallel;
2170,supreme,paolofantini,Supreme,,knitr;XML;data.table;tm;slam;Matrix;caret;glmnet;topicmodels;doParallel;foreach;iterators;compositions;
2171,np,lukejharmon,netphy,,
2172,rsalad,daattali,rsalad,,dplyr;magrittr;knitr;lazyeval;markdown;microbenchmark;nycflights13;R.utils;testthat;
2173,r.batch,HenrikBengtsson,R.batch,,R.utils;R.methodsS3;R.oo;R.devices;
2174,rwebserver,cuche27,RWebServer,,Rserve;brew;testthat;httr;
2175,ognd.plot,rvladimiro,ognd.plot,,ggplot2;testthat;
2176,acs2010s,jjchern,acs2010s,,
2177,bnpthesis,timkaye11,bnpThesis,,dplyr;ggplot2;tidyr;
2178,cranlog,Ironholds,cranlog,,readr;
2179,htctrends,USGS-R,htcTrends,,sbtools;shiny;leaflet;usgsEGRET;smwrGraphs;dplyr;DT;
2180,pptools,MaxBruciamacchie,PPtools,,doBy;rgdal;rgeos;tcltk;maptools;
2181,phyloseqextend,krisrs1128,phyloseqExtend,,phyloseq;data.table;plyr;dplyr;ggplot2;magrittr;reshape2;speaq;rvest;RCurl;xml2;
2182,tdamapper,paultpearson,TDAmapper,,fastcluster;igraph;
2183,ordijuice,zdealveindy,ordijuice,,
2184,cutoffr,Lingbing,cutoffR,,ggplot2;reshape2;
2185,represtools,PirateGrunt,represtools,,testthat;Lahman;RODBC;DBI;knitr;
2186,ampliconbiseq,BIMSBbioinfo,AmpliconBiSeq,,methods;grid;QuasR;data.table;GenomicRanges;knitr;
2187,mathjaxr,vnijs,MathJaxR,,shiny;
2188,pleistocene,mcrucifix,pleistocene,,stats;
2189,bulast,fcocquemas,bulast,,httr;data.table;
2190,sitereco,melghazali,sitereco,,
2191,questionr,juba,questionr,,shiny;miniUI;rstudioapi;highr;classInt;htmltools;graphics;stats;utils;memisc;testthat;roxygen2;R2HTML;
2192,questionr,jverzani,questionr,,methods;whisker;markdown;stringr;lubridate;digest;tools;httr;RJSONIO;
2193,rdpla,ropensci,rdpla,,httr;jsonlite;plyr;roxygen2;knitr;
2194,cosmosr,MaximeWack,cosmosR,,openxlsx;
2195,tfer,jmcurran,tfer,,methods;
2196,jgcriutils,JGCRI,JGCRIutils,,assertthat;testthat;
2197,diatechserver,usobiaga,diatechServer,,
2198,popgraph,dyerlab,popgraph,,ggplot2;igraph;MASS;sp;Matrix;sampling;testthat;maps;fields;grid;
2199,gjrfit,kloke,gjrfit,,Rfit;hbrfit;
2200,weibfit,JackStat,WeibFit,,
2201,pf,ABS-dev,PF,,methods;grid;xtable;RColorBrewer;gdata;
2202,apcs,stanstrup,APCS,,Rcpp;xlsx;xcms;CAMERA;stringr;chemhelper;ChemmineR;Rdisop;devtools;MetShot;
2203,preprocess,moone009,PreProcess,,
2204,cheddar,quicklizard99,cheddar,,
2205,apcp,ikwak2,APCP,,
2206,climclassmap,ecor,ClimClassMap,,ClimClass;stringr;
2207,faoswsimputation,SWS-Methodology,faoswsImputation,,lme4;reshape2;earth;forecast;zoo;RColorBrewer;faoswsFlag;faoswsUtil;data.table;splines;ggplot2;faosws;knitr;
2208,gamut,rparrish,GAMUT,,lattice;dplyr;tidyr;magrittr;zoo;
2209,tagsurviv,paulburch,tagsurviv,,knitr;testthat;
2210,nmisc,nickwallen,nmisc,,digest;stashR;testthat;
2211,frogr,vanatteveldt,frogr,,zoo;Matrix;tm;
2212,obpgtools,btupper,obpgtools,,methods;raster;
2213,sqlshare,whitead,sqlshare-r,,RCurl;
2214,prettymapr,paleolimbot,prettymapr,,sp;rgdal;digest;rjson;maptools;raster;rosm;
2215,pepviz,raphg,pepViz,,grid;Biobase;GenomeGraphs;Biostrings;
2216,igc,ccwang002,iGC,,doMC;BiocStyle;knitr;rmarkdown;plyr;data.table;
2217,culturalevochange,benmarwick,culturalevochange,,abc;vegan;knitr;
2218,concurrency.sim,statnet,concurrency.sim,,shiny;EpiModel;wesanderson;
2219,strain,abarbour,strain,,corpcor;lubridate;pborepo;zoo;
2220,facets,mskcc,facets,,data.table;
2221,rbokeh,abresler,rbokeh-master,,
2222,rbokeh,bokeh,rbokeh,,htmlwidgets;maps;methods;jsonlite;digest;hexbin;lazyeval;magrittr;ggplot2;scales;gistr;testthat;data.table;lattice;roxygen2;shiny;
2223,rbokeh,ramnathv,rbokeh,,
2224,retro,cocinerox,retro,,
2225,lv,darshanmeel,LV,,
2226,redminer,adamedgley,RedmineR,,methods;RCurl;RJSONIO;stats;
2227,resistanceoptimization,wpeterman,ResistanceOptimization,,lme4;raster;plyr;
2228,genoview,s274lee,GenoView,,gridExtra;GenomicRanges;ggbio;ggplot2;grid;biovizBase;TxDb.Hsapiens.UCSC.hg19.knownGene;PFAM.db;AnnotationDbi;gtable;gWidgets;gWidgetsRGtk2;RGtk2;RColorBrewer;
2229,fifer,dustinfife,fifer,,MASS;party;plotrix;randomForest;xtable;randomForestSRC;rpart;
2230,detector,paulhendricks,detector,,stringr;testthat;generator;
2231,anglercreelsurveysimulation,stevenranney,AnglerCreelSurveySimulation,,ggplot2;
2232,anglercreelsurveysimulation,stevenranney,creelSurvey,,
2233,bgdata,QuantGen,BGData,,ff;LinkedMatrix;BEDMatrix;symDMatrix;methods;parallel;bigmemory;bit;testthat;lme4;SKAT;
2234,rlas,mdsumner,rlas,,
2235,connpass,dichika,connpass,,jsonlite;
2236,cubfits,ozway,debugCubfits,,methods;doSNOW;coda;seqinr;VGAM;EMCluster;pbdMPI;parallel;
2237,cubfits,snoweye,cubfits,,methods;doSNOW;coda;seqinr;VGAM;EMCluster;pbdMPI;parallel;
2238,md,sudhirwadhwa,md,,
2239,braingraph,cwatson,brainGraph,,igraph;RGtk2;cairoDevice;abind;ade4;boot;data.table;foreach;ggplot2;Hmisc;methods;oro.nifti;permute;parallel;plyr;RcppEigen;scales;
2240,me,Limpfrog,ME,,ape;seqinr;
2241,anamr,fauxneticien,anamR,,stringr;dplyr;
2242,acsnminer,sysbio-curie,ACSNMineR,,ggplot2;gridExtra;knitr;rmarkdown;
2243,treeclim,cszang,treeclim,,base;stats;utils;Rcpp;abind;plyr;ggplot2;lmtest;lmodel2;np;boot;Rcpp;RcppArmadillo;dplR;testthat;
2244,mf,ABS-dev,MF,,methods;
2245,mangotraining,MangoTheCat,mangoTraining,,
2246,text0,rcordova,text0,,
2247,emme2,pschmied,emme2-r,,graphics;reshape2;
2248,mv,valcu,MV,,
2249,umittr,lillion,emittr,,psych;Hmisc;perturb;boot;car;
2250,niconico,dichika,niconico,,rvest;XML;jsonlite;rjson;
2251,npsmreg2,kloke,npsmReg2,,Rfit;npsm;hbrfit;
2252,simcausal,osofr,simcausal,,data.table;stringr;R6;assertthat;Matrix;methods;ltmle;tmlenet;RUnit;knitr;igraph;ggplot2;Hmisc;
2253,mcmctools,cboettig,mcmcTools,,snowfall;
2254,redmunds,ateucher,redmunds,,httr;jsonlite;
2255,dmtools,tommasorigon,DMtools,,mgcv;ROCR;ggplot2;Rcpp;ggplot2;mgcv;MASS;lars;earth;glmnet;ROCR;nnet;tree;gbm;randomForest;brglm;mvtnorm;
2256,teaching,cyrilmi,teaching,,
2257,nb,koshlan,NakedBacteria,,
2258,lazyabcexample,dennisprangle,lazyABCexample,,parallel;mgcv;magrittr;ggplot2;
2259,idendro,tsieger,idendro,,cranvas;plumbr;grDevices;qtbase;qtpaint;scales;DendSer;cluster;tourr;RColorBrewer;testthat;
2260,wctag,mdsumner,WCtag,,
2261,ihw,nignatiadis,IHW,,methods;slam;lpsymphony;fdrtool;ggplot2;scales;DESeq;DESeq2;airway;testthat;Matrix;BiocStyle;knitr;rmarkdown;gurobi;
2262,fancysamplers,thibautjombart,fancysamplers,,utils;stats;coda;
2263,ropenweather,adamedgley,ROpenWeather,,RJSONIO;ggplot2;methods;stats;utils;graphics;
2264,googleauthr,MarkEdmondson1234,googleAuthR,,httr;jsonlite;R6;shiny;knitr;
2265,rglobi,ropensci,rglobi,,rjson;RCurl;testthat;knitr;
2266,jw,jwyatt85,JW,,
2267,dokk,kirillseva,dokk,,stringr;knitr;microbenchmark;testthat;
2268,js,jeroenooms,js,,V8;knitr;
2269,gdxtools,lolow,gdxtools,,gdxrrw;testthat;
2270,coldr,fvafrCU,coldr,,checkmate;RUnit;
2271,tourr,ggobi,tourr,,TeachingDemos;ash;testthat;colorspace;ggplot2;reshape2;
2272,rcmonkey2,scalefreegan,Rcmonkey2,,RSQLite;seqLogo;
2273,jm,drizopoulos,JM,,MASS;nlme;splines;survival;xtable;
2274,rrbseq,jianhong,RRBSeq,,limma;preprocessCore;ChIPpeakAnno;methods;Biobase;GenomicRanges;RUnit;BiocGenerics;BiocStyle;
