pkgName,Repo,ExtDependencies
packagepackage,robertzk/packagepackage,stringr;testthatsomemore;devtools
projectpws,ramnm/ProjectPWS,shiny;Amelia;R6;testthat;ProjectPWS;XML;data.table;leaflet
rwkt,pieterprovoost/rwkt,stringr;rwkt;stringi;testthat;jsonlite
rcurand,kashif/rcurand,Rcpp;methods;stats
ddd,richelbilderbeek/DDD,ape;ade4;deSolve
pocketknife,ramhiser/pocketknife,itertools2;car;testthat;pocketknife
rbgee,kloke/rbgee,hbrfit;Rfit
silpackage,arizasilvia/machinelearningsilvia,dplyr;assertthat
defaults,joshuaulrich/Defaults,Defaults
mercatorsol,Vladimir-Gutierrez/mercatorsol,lubridate
stemmatology,Jean-Baptiste-Camps/stemmatology,network;cluster;sna;igraph
gameday,slmcarthur/gameday,assertthat;RCurl;testthat;gameday;jsonlite
gameday,wesleykg/gameday,gameday;testthat;assertthat;RCurl
ngramrr,chainsawriot/ngramrr,tau;tm;testthat;ngramrr
quantumclustering,rdtaylor/quantumClustering,doMC;foreach
simpleclass,lauracozma/simpleclass,assertthat
bpca,petrkeil/bPCA,R2jags;Matrix;coda;reshape;MASS;lattice
praatmanipulationr,qh73xe/praatManipulationR,stringr;R6
snpvizualtools,andronekomimi/SNPVizualTools,GenomicRanges;plyr;org.Hs.eg.db;rtracklayer;parallel;TxDb.Hsapiens.UCSC.hg19.knownGene;ggbio;ggplot2;reshape2;biovizBase
kmajorityrule,codeForReviewer/kMajorityRule,kMajorityRule;shiny;shinyapps;devtools
emva,godkin1211/EMVA,apcluster;pcaMethods;impute;limma;missForest;gtools;MASS;ggplot2;methods;reshape2
ratlab,gaborcsardi/ratlab,ratlab;lazyeval;testthat;massig
rcircos,Xiants/Rcircos-dummy-chr-number-only,RCircos
spatialcondition,James-Thorson/spatial_condition_factor,mapproj;numDeriv;rgeos;PBSmapping;maptools;RANN;mapdata;maps
poplite,dbottomly/poplite,dplyr;lazyeval;RSQLite;testthat;igraph;DBI;Lahman;methods
txdb.tgondiime49.toxo13.genes,elsayed-lab/TxDb.TgondiiME49.toxo13.genes,GenomicFeatures;AnnotationDbi
passtime,jcbeer/passtime,snowfall
lawsonloc,evanwang1990/location,process;RCurl;Rcpp;rjson;data.table
what3wordr,barryrowlingson/what3wordr,httr
tpp,protcode/TPP,;gridExtra;RColorBrewer;plyr;foreach;ggplot2;openxlsx;VGAM;Biobase;doParallel;nls2;reshape2
sparsemvn,braunm/sparseMVN,sparseMVN;Matrix;mvtnorm;testthat
concat,Ambuj-UF/ConCat-R,seqinr;ape
ccapp,aalfons/ccaPP,pcaPP;Rcpp;parallel;RcppArmadillo;robustbase
tumblr,AndreaCapozio/tumblR,RCurl;stringr;RJSONIO;httr;ROAuth
cpc,tpepler/cpc,MASS;gtools;rgl;JADE
ibrokers,joshuaulrich/IBrokers,zoo;xts
visualizer,greenore/visualizeR,plotrix;RColorBrewer;classInt;maptools;sp;stats
censoseco2014,loerasg/GitR,shiny;sampling;ggplot2;INEGI;foreign;knitr
aethera,rich-iannone/aetheRa,stringr;lubridate;RCurl
twit,FabienDufoulon/twit,RWeka;rJava;SnowballC
rbbs,oharar/rBBS,devtools;RCurl
mathiasoj,Cronjaeger/mathiasOJ,zoo
gsea,antonkulaga/gsea_old,affyPLM;igraph;lib;org.Dem.eg.db;marray;affy;plier;clusterProfiler;limma;VennDiagram;RCytoscape;graph;AnnotationDbi;gplots;piano;biomaRt;gene2pathway;shiny;httr;goseq;org.Dm.eg.db;GeneAnswers;nlme;DESeq
mbtools,mbojan/mbtools,sna;RColorBrewer;bojan;mbtools;testthat;igraph;lme4;methods;scales;utils;png
stddiff2,H-TACHIBANA/stddiff2,survey;devtools
minimist,jeroenooms/minimist,V8
coalitions,adibender/coalitions,plyr;MCMCpack;grid;MASS;zoo;methods;reshape2;gtable;stats
munfold,melff/munfold,memisc;MASS;stats
wordpressr,jaredlander/wordpressr,magrittr;stats;rmarkdown
genesetseries,minintaequ/genesetseries,multtest;AnnotationDbi
namegenerator,JoFrhwld/nameGenerator,tau;stringr;dplyr;memoise;reshape2;babynames
pack,l1994z1116q3/pack,ws.data;grid;dplyr;tidyr;ggplot2;lubridate;xtable
gameday,dchiu911/gameday,assertthat;RCurl;dplyr;testthat;gameday;jsonlite
waveform,lmmx/waveform,GeneCycle;mclust;foreach;e1071;matrixStats;doSNOW
rflowcam,fawda123/rflowcam,dplyr
logeasier,bthieurmel/logeasier,logeasier
rdataviewer,pmur002/rdataviewer,RMySQL;methods;grid
unifdr,l-modolo/fdrDEP,parallel;fdrDEP
retcred,AnalytixWare/retcred,retcred;dplyr;testthat;data.table;magrittr
dtggeriko2,coolTot/DtgGeriko2,shiny;DtgCastor;parallel;DtgGeriko2;DBI;sp;DtgRecup;rgdal;raster
wrscpp,JoeJohnston/WRScpp_test,MASS;Rcpp;RcppArmadillo;scatterplot3d
ezmet,zf-ibrahim/EZmet,XLConnectJars;XLConnect
mdcaptionr,jhchung/mdcaptionr,plyr;dplyr;mdcaptionr;testthat;stats
cellcode,mchikina/CellCODE,gplots;sva
kagglencaa,zachmayer/kaggleNCAA,pbapply;kaggleNCAA;data.table;testthat
pediarr,chainsawriot/pediarr,httr;XML
bayesgds,braunm/bayesGDS,trustOptim;sparseMVN;Matrix;testthat;mvtnorm;sparseHessianFD;bayesGDS;devtools
sxslt,sckott/sxslt,R2HTML;methods;Sxslt;XML
mkclass,monika-krzyzanowska/mkclass,mvtnorm;assertthat
checkdigit,fascinatingfingers/CheckDigit,CheckDigit;testthat
afallou.gsdesign.webui,afallou/gsDesign.webui,gsDesign;shiny;RUnit
dup.actions,decisionpatterns/dup.actions,dup.action;formula.tools;testthat;data.table;dup.actions;reshape2
xlsx,95luyao/rexcel,xlsx;devEMF;xlsxjars;rJava
rmawgen,ecor/RMAWGEN,vars;RgoogleMaps;chron;date;RMAWGEN;roxygen2;methods
qolscorer,timbp/qolscorer,stats
ascat,ndbrown6/ASCAT,RColorBrewer;colorspace
rapsim,byzheng/RAPSIM,digest;RAPSIM;stringr;ncdf4cf;ncdf4;abind;snowfall;RClusterRun
ygctools,GuangchuangYu/ygctools,plgem;ggmap;AnnotationDbi;plyr;grid;mapdata;TxDb.Hsapiens.UCSC.hg19.knownGene;igraph;ggplot2;Biobase;graphics;geosphere;DOSE;magrittr;reshape2;Biostrings;maps
miss,helenabrunel/MISS,KernSmooth;snow;Rmpi;rsprng;Hmisc
onlinebayeschangepoint,timkaye11/obcp,ggplot2;onlineBayesChangepoint;testthat
thermophilization,Pakillo/thermophilization,template;devtools;testthat;knitr;rmarkdown
nordpred,haraldwf/nordpred,stringr;dplyr;nordpred;lowliner;magrittr;devtools
mvmstan,plogacev/mvmstan,rstan;plyr;Rgraphviz;dplyr;mvmstan
cmaker,luckyrandom/cmaker,devtools;Rcpp;cmaker;testthat;XML;jsonlite
ombre,margaretlange/Ombre,ggplot2;RJSONIO;reshape2;RCurl
stcor,alstat/stcor,ggplot2;Rcpp;reshape2
setmethods,jmedzihorsky/SetMethods,lattice;betareg;QCA
plotrater,scharne/plotrater,shinyAce;plotrater;shiny;testthat
distrcox,kbolab/distrcox,foreach;doMC;muhaz;survival;beepr
aml31benchmarking,genome/aml31Benchmarking,venneuler
climaps,AnderWilson/CliMaps,rgeos;RCurl;plyr;data.table;rgdal
euler,AKLLaursen/euleR,Rcpp;microbenchmark
grmu,npetraco/gRmu,Rcpp
pmpackage,sb5169/pmPackage,caret;cvAUC;pROC;randomForest;testthat;cvTools
dissertation,markheckmann/dissertation,car;OpenRepGrid;UBbipl;plotrix;aplpack;rainbow;RColorBrewer;mat2tex;procrustes;MASS;cluster;knitr;mvoutlier;UBFigs;calibrate;scales;devtools
hillclimbing,l1994z1116q3/Hillclimbing,dplyr
twitterr,shanil-puri/twitterR,stringr;tm;streamR;RMOA
subsemble,ledell/subsemble,learner;parallel;SuperLearner;metalearner
rcmonkey2,scalefreegan/Rcmonkey2,seqLogo;RSQLite
ipineuralnetworksex5,zero323-attic/ipi-neural-networks-ex-5,ipiNeuralNetworksEx5;testthat
rgoogleanalytics,hezumartin/rga14,RUnit;rjson;RCurl
bencode,vspinu/R-bencode,rbenchmark;testthat;bencode;microbenchmark
velib,brian-bot/velib,RJSONIO;methods;RCurl
hmd,yshan17/HMD,tm;SnowballC;stringr;arules;RWeka
openworld,jrising/row,rapport
simulationmodels,AleMorales/SimulationModels.R,GetoptLong;R6;SimulationModels;RcppSundials;deSolve
rjade,jeroenooms/rjade,V8
autosnap,jjallaire/autosnap,stats
evomodr,lem-usp/EvoMod-R,plyr;dplyr;evolqg;foreach;ggplot2;doMC;reshape2
mqtl.nmr,lhedjazi/mQTL.NMR,outliers;GenABEL;MASS;graphics;qtl;utils;stats
microplate,phonixor/MicroPlate,gdata;shape;plyr;testthat;gtools;scatterplot3d;data.table;MicroPlate;methods;readODS;foreign;stats
disk.frame,AnalytixWare/disk.frame,dplyr;RSQLite;parallel;data.table
spca,merolagio/spca,MASS;Matrix;spca
slidify,FourchettesDeInterActive/slidify,slidifyLibraries;slidify;yaml;shiny;stringr;httr;testthat;whisker;markdown;knitr
rtutortopincometaxation,skranz/RTutorTopIncomeTaxation,sandwich;gridExtra;googleVis;dplyr;ggplot2;regtools;RTutor;foreign;ggthemes
multitable,stevencarlislewalker/multitable,multitable;testthat
hdrcde,robjhyndman/hdrcde,KernSmooth;mvtnorm;locfit;ash;ks
compmethod,thomasren1/compMethod,DPw;compMethod;testthat
reactome.analysis.rest,pcm32/Reactome.Analysis.REST,RJSONIO;RCurl
footballr,elo2zero/footballR,dplyr
bmimetrics,SCCWRP/BMIMetrics,plyr;stringr;dplyr;vegan;reshape
flowphyto,armbrustlab/flowPhyto,flowMeans;IDPmisc;flowPhyto;flowCore
pforeach,hoxo-m/pforeach,plyr;dplyr;iterators;foreach;testthat;doRNG;doParallel
r.test,daroczig/r-test,r.test;testthat
x3pr,tanyanap4/x3pr,rgl;Rcpp;akima;XML
assurance,scientific-computing-solutions/assurance,MCMCpack;Rcpp;MASS;mvtnorm;stats4;methods
cranpkgb,PeteHaitch/CRANpkgB,CRANpkgA
norscir,areedv/NorScir,rapbase;xtable
twitter,prav10194/twitter-analysis-1,httr;rjson;DBI;bit64;methods
craigscrape,mcanearm/craig-scrape,dplyr;pbapply;rvest
threshold_analysis,azheng92/thresholdAnalysis,threshold_analysis;data.table;testthat
stdeaapi,digeo/stDeaAPI,Benchmarking
rbeast,olli0601/rBEAST,fields;RColorBrewer;KernSmooth;grid;ape;adephylo;rBEAST;ggplot2;hivclust;MASS;data.table;XML;roxygen2;reshape2;ash
tikzsetup,bdemeshev/tikzsetup,knitr;tikzDevice
hdfsc,s-u/hdfsc,methods;rJava
rgcm,soskuthy/rgcm,random;rjags;foreach;doParallel
crmn,hredestig/crmn,Biobase;methods;pcaMethods
manifestos,melff/latpos,memisc;Rcpp;Matrix;parallel;RcppArmadillo;mvtnorm;munfold
rstrauss,antiphon/rstrauss,Rcpp
canonicityr,Canonicity/CanonicityR,syuzhet;stringi;devtools
rintrobayarea,mkuzak/RIntroBayarea,hexbin;dplyr;ggplot2;lubridate;ggmap;magrittr;mgcv;stats
rempres,pinanunes/Rempres,RCurl
networkreporting,dfeehan/networkreporting,plyr;stringr;testthat;ggplot2;functional;reshape2
cubfits,ozway/debugCubfits,EMCluster;parallel;coda;doParallel;methods;seqinr;doSNOW
solarmaps,AbhishekKapoor/SolarMaps,stats
retcetera,aadu/r-etcetera,caret;each;yaml;httr;dplyr;stringr;parallel;data.table;DescTools
ht,nfultz/ht,digest
vprmlandsfcmodel,Timothy-W-Hilton/VPRMLandSfcModel,chron;VPRMLandSfcModel;testthat;DEoptim
predictimportance,esander91/PredictImportance,MASS;ggplot2;igraph
spmr,jpellman/spmR,methods;Rniftilib;spmR
heidi,grahamrp/heidi,httr;XML;RCurl
docplyr,ropensci/docplyr,solr;rmongodb;httr;elastic;magrittr;sofa
leafletr,bthieurmel/leafletR,brew;sp;RColorBrewer;jsonlite
swiftcap,nickwallen/swiftcap,swiftcap;stringi;testthat;data.table;RWeka;scales
kirby21.scanner,muschellij2/kirby21_scanner,kirby21.scan.2;kirby21.scan.1
prismaticr,Btibert3/prismaticR,httr;rvest;methods;RCurl
mixedmemmissing,ysamwang/mixedMemMissing,gtools;Rcpp
gameday,grantran/gameday,gameday;testthat;jsonlite;RCurl
startrek,karawoo/staRtrek,staRtrek;stringr;dplyr;rvest;tidyr;XML;magrittr
deweather,davidcarslaw/deweather,RColorBrewer;plyr;dplyr;parallel;openair;foreach;gbm;doParallel;lattice;reshape2;mgcv
r6.s4,rappster/r6.s4,testthat;R6
ohdsistudy2,OHDSI/OhdsiStudy2,DBI;SqlRender;DatabaseConnector;mailR
multine,georgeshirreff/multiNe,phangorn;INLA;ape;phyclust;adegenet
rcarto,rCarto/rCarto,RColorBrewer;rCarto;classInt;maptools;sp
wrscpplin,JoeJohnston/WRScppLin,MASS;Rcpp;RcppArmadillo;scatterplot3d
mochiutils,caprice-j/mochiutils,mochiutils;testthat
easyverification,jonasbhend/easyVerification,easyVerification;RCurl;testthat;SpecsVerification
indm,jrs9/Final-INDM,ws.data;dplyr;tidyr;ggplot2;lubridate;xtable
liftover,aaronwolen/liftover,GenomicRanges;GenomeInfoDb;RCurl;IRanges;rtracklayer;testthat
pxapitest,kaknikhil/predixionapi,digest;RCurl;stringr;rjson;jsonlite
bmmix,thibautjombart/bmmix,ggplot2;gtools;reshape2;utils
charr,arturochian/charR,mclust;arm;quantmod;robfilter;MASS;data.table;reshape2;nlme
substitute,b2arn/substituteR,evaluate;RJDBC
refraction,PengyiYang/Re-Fraction,caret;seqinr;e1071
semnet,kasperwelbers/semnet,tm;plyr;slam;Matrix;igraph;zoo;scales;wordcloud
ais,davharris/ais,Rcpp;parallel;assertthat
pilr.testjob.r,erikriverson/pilr.testjob.r,uuid
behricar,behrica/behricaR,analogsea
rpractice,dcbastos/rpractice,rpractice;testthat
biomics,eurushibata/biomics,RCurl;stringr;plyr;RSQLite;rols
rjavax,klutometis/rjavax,rJava;rJavax
argsparsr,albertofranzin/argsparsR,methods
simplydynamic,skranz/simplyDynamic,codeUtils;dplyr;skUtils;data.table;nleqslv
factominher,minutestatistique/FactoMinheR,rgl;FactoMineR
metagsea,drmjc/metaGSEA,GSEABase;excelIO;R.matlab;mjcbase;mjcgraphics;stringr;gplots;mjcstats;testthat;Biobase;XML;methods;GenePattern;microarrays
finpar,rOpenGov/finpar,R.cache;httr;dplyr;testthat;knitr;reshape2;devtools;rmarkdown
prtf,irudnyts/prtf,tseries
gameday,wenyixia/gameday,assertthat;RCurl;testthat;gameday;jsonlite
duffytools,sturkarslan/DuffyTools,plotrix;RUnit;gplots;edgeR;heatmap.plus;cluster;siggenes;ROC;Biostrings;DESeq
ctppflows,gregmacfarlane/ctpp_flows,dplyr
lodscores,bthe/lodscores,plyr;Rcpp;dplyr;readr;parallel;doMC;data.table;gstudio;reshape2
batplotr,dcangst/batplotr,;shiny;plyr;stringr;oce;maptools;ggplot2;openxlsx;lubridate;reshape2;scales;ggthemes
dlmap,behuang/dlmap,ibdreg;qtl;mgcv;nlme;wgaim;asreml
codatools,MichaelMalick/r-codatools,lattice;coda
crypto,marcoplebani85/crypto,rlist
robustmeta,seananderson/robustmeta,robustmeta;RColorBrewer;testthat;plyr
rapparmor,jeroenooms/RAppArmor,tools;parallel;RAppArmor;testthat;methods
saps,schmolze/saps-devel,survcomp;piano;reshape2;survival
rargs,jakobbossek/Rargs,checkmate;Rargs;testthat;BBmisc;methods;devtools
reportersjars,davidgohel/ReporteRsjars,rJava
uniqtag,sjackman/uniqtag,testthat;uniqtag
oligomask,dbottomly/oligoMask,GenomicRanges;oligo;graph;RSQLite;BSgenome;RBGL;BSgenome.Mmusculus.UCSC.mm10;Biobase;oligoMask;DBI;VariantAnnotation;oligoClasses;BSgenome.Mmusculus.UCSC.mm9;methods;reshape2;Biostrings;Rsamtools
rgpdd,ropensci/rgpdd,rgpdd;testthat
synrnaseqnet,lucgar/synRNASeqNet,GenKern;parmigene;KernSmooth;parallel;igraph;minet
laycbullet,thelayc/laycBullet,scales
hysteresis,spencerm89/hysteresis2,msm;car;knitr
mthemer,cszang/mthemer,ggplot2
levirmisc,lwaldron/LeviRmisc,genomes;GEOquery;jetset;GEOmetadb;RSQLite;gtools;cvTools;DBI;Biobase;annotate;XML;multtest
jekyllr,atbradley/jekyllr,knitr
made4,aedin/made4,RColorBrewer;gplots;impute;scatterplot3d;ade4
rariant,julian-gehring/Rariant,GenomicRanges;GenomeInfoDb;shiny;RColorBrewer;dplyr;IRanges;S4Vectors;testthat;ggplot2;ggbio;SomaticSignatures;VGAM;exomeCopy;VariantAnnotation;methods;reshape2;Rsamtools;Rariant
pegr,mslegrand/pegr,stringr;RJSONIO;testthat;pegr;knitr
aqm,lstoetze/AQMmannheim,MASS;ggplot2
networktools,kasperwelbers/network-tools,slam;Matrix;networktools;igraph
jtrans,wangyuchen/jtrans,nortest;jtrans
orenogb2,dritoshi/orenogb2,;Homo.sapiens;Mus.musculus;testthat;BSgenome.Mmusculus.UCSC.mm10;ggbio;BSgenome.Hsapiens.UCSC.hg19;GenomicAlignments;methods;orenogb2
grake,grake/grake,MASS;grake;testthat
datadim,spkal/datadim,readMLData
ibbig,aedin/iBBiG,mclust;iBBiG;xtable;stats4;biclust;ade4
imgnoiser,oscardelama/imgnoiser,R6;dplyr;lazyeval;lineprof;testthat;imgnoiser;ggplot2;data.table;robustbase;reshape2
mt.analysis,jmbh/mt.analysis,ggplot2;plyr
fiery,thomasp85/fiery,R6;digest;jsonlite;igraph
r4kfj,kellijohnson/r4kfj,sp
compgo,sam-bassett/CompGO,TxDb.Mmusculus.UCSC.mm9.knownGene;pcaMethods;Rgraphviz;rtracklayer;ggplot2;GenomicFeatures;pathview;RDAVIDWebService;reshape2
tigre,ahonkela/tigre,AnnotationDbi;BiocGenerics;gplots;RSQLite;puma;Biobase;DBI;annotate;graphics;methods;lumi;utils;stats
leafletcol,jpmarindiaz/leafletCol,leafletCol;leaflet;devtools
fanplot,gragusa/fanplot2,shiny;weights;fanplot
dupchecker,shengqh/DupChecker,tools;R.utils;RCurl
switchbox,marchion/switchBox,switchBox
blotter,marascio/blotter,xts;PerformanceAnalytics;R6;quantmod;RUnit;FinancialInstrument;blotter;zoo;TTR
gernews,Tinkerbelle0907/GERnews,RCurl;httr;stringr;ggplot2;XML;nlme
esabcv,jingshuw/esaBcv,corpcor;svd
ccsolve,karlines/ccSolve,bvpSolve;ccSolve;deSolve;minpack.lm;compiler;inline;rootSolve
gistic2ge,lia978/Gistic2GE,staticdocs;ggheatmap;limma;Biobase;devtools
flock,gaborcsardi/flock,Rcpp;methods
mapoland,mbojan/mapoland,sp;maptools
chemtools,sebkopf/chemtools,testthat;stats
projectestimation,u4lli/ProjectEstimation,C50;jsonlite
cola,fjossinet/cola,htmlwidgets;shiny;cola
segtraj,MarieEtienne/segTraj,adehabitatLT
rkclust,vkubicki/rkclust,ggplot2;grid
goexpress,kevinrue/GOexpress-release,RColorBrewer;grid;stringr;gplots;randomForest;VennDiagram;ggplot2;Biobase;biomaRt
lm2word,kkmann/lm2word,pander
dga,HRDAG/DGA,chron;R.utils;network
romp,wrathematics/Romp,Rcpp;Romp;rbenchmark
quantstrat,marascio/quantstrat,gamlss.util;gamlss;foreach;testthat;qmao;doSMP;FinancialInstrument;twsInstrument;xts;PerformanceAnalytics;doMC;PortfolioAnalytics;TTR;reshape2;rCharts;iterators;quantstrat;blotter;beanplot;doParallel;doRedis
financialinstrument,marascio/FinancialInstrument,gdata;sendmailR;xts;PerformanceAnalytics;fasttime;quantmod;foreach;RQuantLib;testthat;qmao;doMC;FinancialInstrument;XML;zoo;TTR
rtaq,marascio/RTAQ,chron;timeDate;xts;robustbase
rcip1,sofilibi/rcip1,rcip1
mtm,QuantGen/MTM,BGLR;MCMCpack
shapeinteractive,brry/shapeInteractive,spatstat
brownmotion,wchang44/Brownmotion,ggplot2
hello2,sofilibi/hello2,testthat;hello2
ghk,c5sire/ghk,testthat;ghk
hola,rcordova/hola,hola;testthat
hellokit,MFlores2021/hellokit,testthat;hellokit
hallo,lukawanjohi/hallo,hallo;testthat
ilcym,pabcarh/ilcym,ilcym
hallo,sofilibi/hallo,hallo;testthat
bcprocs,yiransheng/bcprocs,lambda.r
networkdiffusion,chengjun/networkdiffusion,Rcpp;networkdiffusion;testthat;igraph;animation
jagstools,MichaelMalick/r-jagstools,coda;foreach;testthat;jagstools;rjags
hallo,vsuarezf/hallo,hallo;testthat
bionabla,YossiAsher/bionabla,ShortRead
simplefdis,eliotmiller/simpleFDis,dplyr;ecodist;foreach;MASS;doMC
creditboomsgonebust,tcl89/creditboomsgonebust,survey;gridExtra;foreign;googleVis;RColorBrewer;pROC;dplyr;lattice;dummies;shinyapps;ggplot2;regtools;aod;RTutor;reshape2;car;devtools
rexercise,yitang/RExercise,sp;plotKML;data.table;ggmap
rhcclab,ebekebe/rhcclab,RcppRoll;data.table
biotables,zachcp/biotables,magrittr;readr
circspline,sjbonner/CircSpline,splines;CircSpline;fda;coda;MASS
sixsigmafunctions,rafaturtle/SixSigmaFunctions,rCharts;plyr;ggplot2;SixSigma;qcc
d3plus,jpmarindiaz/d3plus,readr;htmlwidgets;d3plus;reshape2;devtools
mira,Jamamel/mira,stats
newpackage,d-a-green/newPackage,newPackage;testthat
annotsrcdoc,michelk/annotSrcDoc.R,whisker
hadleyverse,AABoyles/hadleyverse,readxl;assertthat;plyr;stringr;dplyr;xml2;readr;testthat;tidyr;ggplot2;lubridate;haven;devtools
set,leekgroup/Set,Biobase;mgcv
concerto,wbuchanan/concerto,RMySQL;DBI;rjson
rupit,pjshort/rupit,survcomp;jsonlite
poistan,nxskok/poistan,;RSQLite;rstan
newpackage,jasonlinham/newPackage,newPackage;testthat
playrdesign,nolanlab/PLAYRDesign,GenomicRanges;AnnotationFuncs;shiny;AnnotationDbi;plyr;org.Hs.eg.db;IRanges;BSgenome;GenomicFeatures;BSgenome.Hsapiens.UCSC.hg19;XML;zoo;reshape2;Biostrings
gpa,dongjunchung/GPA,Rcpp;methods;graphics
r1magic,msuzen/R1magic,utils;stats
meme,leeper/meme,tools;RCurl;RJSONIO;jpeg;png
aroma.light,HenrikBengtsson/aroma.light-BioC_release,R.methodsS3;matrixStats;R.oo;R.utils
rcov,allr/rcov,PackageS3;testthat;rcov;utils;devtools
bmar,mattdelhey/bmar,gRapHD;huge;gRbase;parallel;mlbench;igraph;MASS;cvTools;glasso;xtable;gRain;spcov
boxr,brendan-R/boxr,digest;assertthat;httr;dplyr;httpuv;stringr;testthat;boxr;jsonlite
germlist,sofilibi/germlist,germlist;XLConnect;testthat
yknotr,yknot/yknotR,ggplot2;RColorBrewer;grid
cafs,paulmanser/cafs,rms;cafs;testthat;mvtnorm;survival;survsim
catirt,swnydick/catIrt,numDeriv
visstatextraction,bearedo/visstat-extraction,gdata;RODBC;fields;FactoMineR;PBSmapping;maptools;doBy;visstatExtraction;vmstools;MASS;reshape;DBI;cluster;amap;data.table;sp;foreign;ade4;SOAR;maps
statisticalproj,aequihua/StatisticalProj,ggplot2;dplyr;datasets
wellknown,ropensci/wellknown,magrittr;leaflet;jsonlite
helsinki,rOpenGov/helsinki,RCurl;devtools;maptools;rjson;knitr;sp;reshape2;helsinki
explainr,hilaryparker/explainr,stringr;broom;yaml;dplyr
statsolutions,CodyStatisticsSolutions/SSP,multcomp;GPArotation;parallel;MVN;sem;ggplot2;MASS;psych;lsmeans;corrplot;nlme;lattice;foreign;pgirmess;mice;ordinal;psy;reshape2;StatSolutions;Hmisc;fmsb;stats;jsonlite;VIM;biotools;plyr;stringr;GGally;opencpu.encode;effects;car;polycor;dplyr;semPlot;reshape;mvtnorm;data.table;heplots;nnet
chippcr,michbur/chipPCR,chipPCR;shiny;outliers;Rfit;MASS;qpcR;quantreg;lmtest;signal;robustbase;methods;ptw
methsim,PeteHaitch/methsim,GenomicRanges;methsim;GenomeInfoDb;BiocParallel;Rcpp;S4Vectors;BSgenome;testthat;Biobase;methods;data.table;MethylSeekR;MethylationTuples;nnet;mhsmm
aaron,astatham/aaRon,GenomicRanges;GenomeInfoDb;RColorBrewer;stringr;IRanges;rtracklayer;limma;S4Vectors;ggplot2;Gviz;data.table;matrixStats;zoo;GenomicAlignments;reshape2;Biostrings;Rsamtools;Repitools
ecbapi,jcizel/ecbapi,pipeR;xml2;RCurl;dplyr;rlist;data.table
oro.nifti,muschellij2/oro.nifti,splines;oro.nifti;bitops;testthat;abind;graphics;methods;grDevices;utils
macml,sidharthanr/macml,gtools;combinat;pbivnorm
hts,robjhyndman/hts,SparseM;Rcpp;Matrix;parallel;testthat;RcppEigen;forecast;hts;utils
microbr,impromptuRong/microbr,nnet;glmnet;grid;phyloseq;vegan;foreach;testthat;MASS;ggplot2;metagenomeSeq;nlme;lattice;epiR;ade4;pathClass;gcdnet;ClassDiscovery;labdsv;proxy;caret;rgl;gridExtra;RColorBrewer;coin;plyr;Matrix;gplots;cluster;spls;Boruta;party;methods;e1071;scales;ClassComparison;kernlab;vrmlgen;ape;doBy;randomForest;microbr;doParallel;BiodiversityR;penalizedSVM;clusterSim
forecast,robjhyndman/forecast,tseries;Rcpp;parallel;testthat;colorspace;fpp;graphics;zoo;timeDate;nnet;fracdiff;stats
